Time_IV(s),Voltage(V),Current(A),Time_Optical(s),OpticalSignal
,,,12.760000,138.000000
,,,12.770000,156.000000
,,,12.780000,164.000000
,,,12.790000,130.000000
,,,12.800000,121.000000
,,,12.810000,139.000000
,,,12.820000,143.000000
,,,12.830000,131.000000
,,,12.840000,143.000000
,,,12.850000,119.000000
,,,12.860000,139.000000
,,,12.870000,151.000000
,,,12.880000,123.000000
,,,12.890000,146.000000
,,,12.900000,153.000000
,,,12.910000,143.000000
,,,12.920000,157.000000
,,,12.930000,162.000000
,,,12.940000,154.000000
,,,12.950000,121.000000
,,,12.960000,146.000000
,,,12.970000,140.000000
,,,12.980000,163.000000
,,,12.990000,150.000000
,,,13.000000,130.000000
,,,13.010000,142.000000
,,,13.020000,126.000000
,,,13.030000,128.000000
,,,13.040000,145.000000
,,,13.050000,125.000000
,,,13.060000,132.000000
,,,13.070000,128.000000
,,,13.080000,154.000000
,,,13.090000,134.000000
,,,13.100000,136.000000
,,,13.110000,147.000000
,,,13.120000,163.000000
,,,13.130000,121.000000
,,,13.140000,139.000000
,,,13.150000,143.000000
,,,13.160000,167.000000
,,,13.170000,149.000000
,,,13.180000,147.000000
,,,13.190000,118.000000
,,,13.200000,142.000000
,,,13.210000,152.000000
,,,13.220000,154.000000
,,,13.230000,126.000000
,,,13.240000,128.000000
,,,13.250000,149.000000
,,,13.260000,142.000000
,,,13.270000,133.000000
,,,13.280000,141.000000
,,,13.290000,139.000000
,,,13.300000,131.000000
,,,13.310000,130.000000
,,,13.320000,127.000000
,,,13.330000,132.000000
,,,13.340000,155.000000
,,,13.350000,134.000000
,,,13.360000,137.000000
,,,13.370000,137.000000
,,,13.380000,148.000000
,,,13.390000,132.000000
,,,13.400000,138.000000
,,,13.410000,124.000000
,,,13.420000,156.000000
,,,13.430000,120.000000
,,,13.440000,138.000000
,,,13.450000,135.000000
,,,13.460000,145.000000
,,,13.470000,127.000000
,,,13.480000,133.000000
,,,13.490000,121.000000
,,,13.500000,157.000000
,,,13.510000,162.000000
,,,13.520000,165.000000
,,,13.530000,129.000000
,,,13.540000,168.000000
,,,13.550000,152.000000
,,,13.560000,138.000000
,,,13.570000,153.000000
,,,13.580000,149.000000
,,,13.590000,147.000000
,,,13.600000,126.000000
,,,13.610000,138.000000
,,,13.620000,115.000000
,,,13.630000,147.000000
,,,13.640000,125.000000
,,,13.650000,150.000000
,,,13.660000,143.000000
,,,13.670000,132.000000
,,,13.680000,146.000000
,,,13.690000,164.000000
,,,13.700000,144.000000
,,,13.710000,137.000000
,,,13.720000,138.000000
,,,13.730000,133.000000
,,,13.740000,143.000000
,,,13.750000,139.000000
,,,13.760000,151.000000
,,,13.770000,139.000000
,,,13.780000,139.000000
,,,13.790000,140.000000
,,,13.800000,125.000000
,,,13.810000,148.000000
,,,13.820000,143.000000
,,,13.830000,114.000000
,,,13.840000,147.000000
,,,13.850000,125.000000
,,,13.860000,153.000000
,,,13.870000,160.000000
,,,13.880000,141.000000
,,,13.890000,155.000000
,,,13.900000,133.000000
,,,13.910000,138.000000
,,,13.920000,116.000000
,,,13.930000,132.000000
,,,13.940000,149.000000
,,,13.950000,151.000000
,,,13.960000,137.000000
,,,13.970000,144.000000
,,,13.980000,141.000000
,,,13.990000,134.000000
,,,14.000000,154.000000
,,,14.010000,134.000000
,,,14.020000,134.000000
,,,14.030000,149.000000
,,,14.040000,146.000000
,,,14.050000,138.000000
,,,14.060000,128.000000
,,,14.070000,146.000000
,,,14.080000,140.000000
,,,14.090000,138.000000
,,,14.100000,139.000000
,,,14.110000,150.000000
,,,14.120000,148.000000
,,,14.130000,149.000000
,,,14.140000,158.000000
,,,14.150000,147.000000
,,,14.160000,159.000000
,,,14.170000,159.000000
,,,14.180000,152.000000
,,,14.190000,149.000000
,,,14.200000,107.000000
,,,14.210000,161.000000
,,,14.220000,165.000000
,,,14.230000,115.000000
,,,14.240000,147.000000
,,,14.250000,131.000000
,,,14.260000,149.000000
,,,14.270000,144.000000
,,,14.280000,139.000000
,,,14.290000,132.000000
,,,14.300000,142.000000
,,,14.310000,145.000000
,,,14.320000,125.000000
,,,14.330000,122.000000
,,,14.340000,143.000000
,,,14.350000,130.000000
,,,14.360000,133.000000
,,,14.370000,144.000000
,,,14.380000,122.000000
,,,14.390000,134.000000
,,,14.400000,136.000000
,,,14.410000,126.000000
,,,14.420000,129.000000
,,,14.430000,111.000000
,,,14.440000,125.000000
,,,14.450000,150.000000
,,,14.460000,152.000000
,,,14.470000,138.000000
,,,14.480000,126.000000
,,,14.490000,161.000000
,,,14.500000,132.000000
,,,14.510000,141.000000
,,,14.520000,133.000000
,,,14.530000,141.000000
,,,14.540000,131.000000
,,,14.550000,174.000000
,,,14.560000,150.000000
,,,14.570000,128.000000
,,,14.580000,127.000000
,,,14.590000,146.000000
,,,14.600000,142.000000
,,,14.610000,139.000000
,,,14.620000,140.000000
,,,14.630000,147.000000
,,,14.640000,153.000000
,,,14.650000,139.000000
,,,14.660000,143.000000
,,,14.670000,128.000000
,,,14.680000,142.000000
,,,14.690000,126.000000
,,,14.700000,146.000000
,,,14.710000,155.000000
,,,14.720000,130.000000
,,,14.730000,133.000000
,,,14.740000,149.000000
,,,14.750000,120.000000
,,,14.760000,134.000000
,,,14.770000,146.000000
,,,14.780000,140.000000
,,,14.790000,132.000000
,,,14.800000,146.000000
,,,14.810000,147.000000
,,,14.820000,153.000000
,,,14.830000,138.000000
,,,14.840000,128.000000
,,,14.850000,141.000000
,,,14.860000,138.000000
,,,14.870000,135.000000
,,,14.880000,141.000000
,,,14.890000,139.000000
,,,14.900000,137.000000
,,,14.910000,143.000000
,,,14.920000,170.000000
,,,14.930000,135.000000
,,,14.940000,140.000000
,,,14.950000,134.000000
,,,14.960000,147.000000
,,,14.970000,133.000000
,,,14.980000,129.000000
,,,14.990000,152.000000
,,,15.000000,135.000000
,,,15.010000,156.000000
,,,15.020000,150.000000
,,,15.030000,134.000000
,,,15.040000,142.000000
,,,15.050000,147.000000
,,,15.060000,137.000000
,,,15.070000,144.000000
,,,15.080000,150.000000
,,,15.090000,146.000000
,,,15.100000,133.000000
,,,15.110000,139.000000
,,,15.120000,137.000000
,,,15.130000,135.000000
,,,15.140000,139.000000
,,,15.150000,135.000000
,,,15.160000,152.000000
,,,15.170000,141.000000
,,,15.180000,136.000000
,,,15.190000,152.000000
,,,15.200000,148.000000
,,,15.210000,129.000000
,,,15.220000,153.000000
,,,15.230000,141.000000
,,,15.240000,145.000000
,,,15.250000,143.000000
,,,15.260000,137.000000
,,,15.270000,128.000000
,,,15.280000,155.000000
,,,15.290000,148.000000
,,,15.300000,130.000000
,,,15.310000,150.000000
,,,15.320000,142.000000
,,,15.330000,139.000000
,,,15.340000,129.000000
,,,15.350000,145.000000
,,,15.360000,144.000000
,,,15.370000,127.000000
,,,15.380000,127.000000
,,,15.390000,131.000000
,,,15.400000,134.000000
,,,15.410000,146.000000
,,,15.420000,132.000000
,,,15.430000,162.000000
,,,15.440000,126.000000
,,,15.450000,142.000000
,,,15.460000,157.000000
,,,15.470000,136.000000
,,,15.480000,153.000000
,,,15.490000,140.000000
,,,15.500000,136.000000
,,,15.510000,132.000000
,,,15.520000,147.000000
,,,15.530000,125.000000
,,,15.540000,176.000000
,,,15.550000,153.000000
,,,15.560000,126.000000
,,,15.570000,124.000000
,,,15.580000,125.000000
,,,15.590000,123.000000
,,,15.600000,135.000000
,,,15.610000,141.000000
,,,15.620000,154.000000
,,,15.630000,119.000000
,,,15.640000,166.000000
,,,15.650000,134.000000
,,,15.660000,147.000000
,,,15.670000,144.000000
,,,15.680000,148.000000
,,,15.690000,144.000000
,,,15.700000,143.000000
,,,15.710000,133.000000
,,,15.720000,156.000000
,,,15.730000,121.000000
,,,15.740000,143.000000
,,,15.750000,165.000000
,,,15.760000,128.000000
,,,15.770000,129.000000
,,,15.780000,119.000000
,,,15.790000,149.000000
,,,15.800000,121.000000
,,,15.810000,140.000000
,,,15.820000,145.000000
,,,15.830000,140.000000
,,,15.840000,140.000000
,,,15.850000,124.000000
,,,15.860000,124.000000
,,,15.870000,155.000000
,,,15.880000,136.000000
,,,15.890000,139.000000
,,,15.900000,135.000000
,,,15.910000,140.000000
,,,15.920000,156.000000
,,,15.930000,152.000000
,,,15.940000,139.000000
,,,15.950000,158.000000
,,,15.960000,164.000000
,,,15.970000,139.000000
,,,15.980000,131.000000
,,,15.990000,143.000000
,,,16.000000,133.000000
,,,16.010000,149.000000
,,,16.020000,118.000000
,,,16.030000,146.000000
,,,16.040000,136.000000
,,,16.050000,142.000000
,,,16.060000,143.000000
,,,16.070000,147.000000
,,,16.080000,137.000000
,,,16.090000,151.000000
,,,16.100000,138.000000
,,,16.110000,171.000000
,,,16.120000,149.000000
,,,16.130000,151.000000
,,,16.140000,136.000000
,,,16.150000,150.000000
,,,16.160000,138.000000
,,,16.170000,139.000000
,,,16.180000,133.000000
,,,16.190000,153.000000
,,,16.200000,151.000000
,,,16.210000,135.000000
,,,16.220000,145.000000
,,,16.230000,144.000000
,,,16.240000,162.000000
,,,16.250000,152.000000
,,,16.260000,147.000000
,,,16.270000,128.000000
,,,16.280000,129.000000
,,,16.290000,157.000000
,,,16.300000,141.000000
,,,16.310000,131.000000
,,,16.320000,153.000000
,,,16.330000,143.000000
,,,16.340000,139.000000
,,,16.350000,140.000000
,,,16.360000,135.000000
,,,16.370000,135.000000
,,,16.380000,150.000000
,,,16.390000,124.000000
,,,16.400000,153.000000
,,,16.410000,142.000000
,,,16.420000,119.000000
,,,16.430000,143.000000
,,,16.440000,161.000000
,,,16.450000,143.000000
,,,16.460000,159.000000
,,,16.470000,144.000000
,,,16.480000,126.000000
,,,16.490000,159.000000
,,,16.500000,135.000000
,,,16.510000,148.000000
,,,16.520000,126.000000
,,,16.530000,171.000000
,,,16.540000,146.000000
,,,16.550000,146.000000
,,,16.560000,143.000000
,,,16.570000,127.000000
,,,16.580000,128.000000
,,,16.590000,146.000000
,,,16.600000,126.000000
,,,16.610000,144.000000
,,,16.620000,117.000000
,,,16.630000,129.000000
,,,16.640000,132.000000
,,,16.650000,124.000000
,,,16.660000,148.000000
,,,16.670000,143.000000
,,,16.680000,129.000000
,,,16.690000,156.000000
,,,16.700000,140.000000
,,,16.710000,146.000000
,,,16.720000,146.000000
,,,16.730000,154.000000
,,,16.740000,143.000000
,,,16.750000,128.000000
,,,16.760000,135.000000
,,,16.770000,156.000000
,,,16.780000,138.000000
,,,16.790000,156.000000
,,,16.800000,142.000000
,,,16.810000,141.000000
,,,16.820000,146.000000
,,,16.830000,145.000000
,,,16.840000,150.000000
,,,16.850000,161.000000
,,,16.860000,136.000000
,,,16.870000,144.000000
,,,16.880000,160.000000
,,,16.890000,141.000000
,,,16.900000,150.000000
,,,16.910000,118.000000
,,,16.920000,134.000000
,,,16.930000,133.000000
,,,16.940000,133.000000
,,,16.950000,146.000000
,,,16.960000,136.000000
,,,16.970000,149.000000
,,,16.980000,126.000000
,,,16.990000,123.000000
,,,17.000000,139.000000
,,,17.010000,142.000000
,,,17.020000,153.000000
,,,17.030000,153.000000
,,,17.040000,149.000000
,,,17.050000,129.000000
,,,17.060000,140.000000
,,,17.070000,154.000000
,,,17.080000,156.000000
,,,17.090000,138.000000
,,,17.100000,136.000000
,,,17.110000,153.000000
,,,17.120000,151.000000
,,,17.130000,142.000000
,,,17.140000,151.000000
,,,17.150000,141.000000
,,,17.160000,136.000000
,,,17.170000,150.000000
,,,17.180000,126.000000
,,,17.190000,137.000000
,,,17.200000,134.000000
,,,17.210000,123.000000
,,,17.220000,133.000000
,,,17.230000,136.000000
,,,17.240000,130.000000
,,,17.250000,141.000000
,,,17.260000,144.000000
,,,17.270000,122.000000
,,,17.280000,123.000000
,,,17.290000,162.000000
,,,17.300000,162.000000
,,,17.310000,119.000000
,,,17.320000,132.000000
,,,17.330000,140.000000
,,,17.340000,143.000000
,,,17.350000,134.000000
,,,17.360000,137.000000
,,,17.370000,127.000000
,,,17.380000,147.000000
,,,17.390000,136.000000
,,,17.400000,150.000000
,,,17.410000,152.000000
,,,17.420000,140.000000
,,,17.430000,130.000000
,,,17.440000,137.000000
,,,17.450000,156.000000
,,,17.460000,163.000000
,,,17.470000,132.000000
,,,17.480000,152.000000
,,,17.490000,138.000000
,,,17.500000,135.000000
,,,17.510000,148.000000
,,,17.520000,139.000000
,,,17.530000,141.000000
,,,17.540000,123.000000
,,,17.550000,133.000000
,,,17.560000,148.000000
,,,17.570000,149.000000
,,,17.580000,155.000000
,,,17.590000,126.000000
,,,17.600000,125.000000
,,,17.610000,154.000000
,,,17.620000,155.000000
,,,17.630000,156.000000
,,,17.640000,143.000000
,,,17.650000,134.000000
,,,17.660000,139.000000
,,,17.670000,147.000000
,,,17.680000,149.000000
,,,17.690000,142.000000
,,,17.700000,157.000000
,,,17.710000,157.000000
,,,17.720000,114.000000
,,,17.730000,129.000000
,,,17.740000,146.000000
,,,17.750000,129.000000
,,,17.760000,123.000000
,,,17.770000,132.000000
,,,17.780000,155.000000
,,,17.790000,115.000000
,,,17.800000,134.000000
,,,17.810000,141.000000
,,,17.820000,155.000000
,,,17.830000,122.000000
,,,17.840000,152.000000
,,,17.850000,153.000000
,,,17.860000,151.000000
,,,17.870000,141.000000
,,,17.880000,124.000000
,,,17.890000,124.000000
,,,17.900000,131.000000
,,,17.910000,148.000000
,,,17.920000,134.000000
,,,17.930000,142.000000
,,,17.940000,139.000000
,,,17.950000,106.000000
,,,17.960000,145.000000
,,,17.970000,131.000000
,,,17.980000,158.000000
,,,17.990000,145.000000
,,,18.000000,144.000000
,,,18.010000,127.000000
,,,18.020000,136.000000
,,,18.030000,134.000000
,,,18.040000,138.000000
,,,18.050000,112.000000
,,,18.060000,139.000000
,,,18.070000,146.000000
,,,18.080000,139.000000
,,,18.090000,131.000000
,,,18.100000,163.000000
,,,18.110000,162.000000
,,,18.120000,140.000000
,,,18.130000,132.000000
,,,18.140000,146.000000
,,,18.150000,131.000000
,,,18.160000,149.000000
,,,18.170000,146.000000
,,,18.180000,131.000000
,,,18.190000,135.000000
,,,18.200000,130.000000
,,,18.210000,125.000000
,,,18.220000,140.000000
,,,18.230000,124.000000
,,,18.240000,153.000000
,,,18.250000,153.000000
,,,18.260000,139.000000
,,,18.270000,128.000000
,,,18.280000,134.000000
,,,18.290000,134.000000
,,,18.300000,128.000000
,,,18.310000,124.000000
,,,18.320000,123.000000
,,,18.330000,140.000000
,,,18.340000,125.000000
,,,18.350000,158.000000
,,,18.360000,134.000000
,,,18.370000,147.000000
,,,18.380000,121.000000
,,,18.390000,149.000000
,,,18.400000,144.000000
,,,18.410000,123.000000
,,,18.420000,138.000000
,,,18.430000,150.000000
,,,18.440000,135.000000
,,,18.450000,167.000000
,,,18.460000,150.000000
,,,18.470000,141.000000
,,,18.480000,141.000000
,,,18.490000,136.000000
,,,18.500000,145.000000
,,,18.510000,128.000000
,,,18.520000,156.000000
,,,18.530000,145.000000
,,,18.540000,164.000000
,,,18.550000,139.000000
,,,18.560000,121.000000
,,,18.570000,154.000000
,,,18.580000,111.000000
,,,18.590000,126.000000
,,,18.600000,138.000000
,,,18.610000,123.000000
,,,18.620000,136.000000
,,,18.630000,152.000000
,,,18.640000,136.000000
,,,18.650000,148.000000
,,,18.660000,151.000000
,,,18.670000,142.000000
,,,18.680000,139.000000
,,,18.690000,114.000000
,,,18.700000,120.000000
,,,18.710000,149.000000
,,,18.720000,126.000000
,,,18.730000,156.000000
,,,18.740000,137.000000
,,,18.750000,132.000000
,,,18.760000,142.000000
,,,18.770000,146.000000
,,,18.780000,124.000000
,,,18.790000,114.000000
,,,18.800000,138.000000
,,,18.810000,116.000000
,,,18.820000,150.000000
,,,18.830000,143.000000
,,,18.840000,161.000000
,,,18.850000,143.000000
,,,18.860000,130.000000
,,,18.870000,137.000000
,,,18.880000,148.000000
,,,18.890000,146.000000
,,,18.900000,156.000000
,,,18.910000,133.000000
,,,18.920000,146.000000
,,,18.930000,133.000000
,,,18.940000,143.000000
,,,18.950000,161.000000
,,,18.960000,148.000000
,,,18.970000,139.000000
,,,18.980000,122.000000
,,,18.990000,159.000000
,,,19.000000,133.000000
,,,19.010000,118.000000
,,,19.020000,147.000000
,,,19.030000,142.000000
,,,19.040000,134.000000
,,,19.050000,142.000000
,,,19.060000,148.000000
,,,19.070000,167.000000
,,,19.080000,125.000000
,,,19.090000,134.000000
,,,19.100000,133.000000
,,,19.110000,149.000000
,,,19.120000,123.000000
,,,19.130000,137.000000
,,,19.140000,144.000000
,,,19.150000,144.000000
,,,19.160000,134.000000
,,,19.170000,145.000000
,,,19.180000,167.000000
,,,19.190000,168.000000
,,,19.200000,146.000000
,,,19.210000,149.000000
,,,19.220000,116.000000
,,,19.230000,136.000000
,,,19.240000,148.000000
,,,19.250000,148.000000
,,,19.260000,163.000000
,,,19.270000,139.000000
,,,19.280000,158.000000
,,,19.290000,132.000000
,,,19.300000,136.000000
,,,19.310000,140.000000
,,,19.320000,142.000000
,,,19.330000,129.000000
,,,19.340000,128.000000
,,,19.350000,159.000000
,,,19.360000,133.000000
,,,19.370000,129.000000
,,,19.380000,127.000000
,,,19.390000,145.000000
,,,19.400000,148.000000
,,,19.410000,124.000000
,,,19.420000,128.000000
,,,19.430000,160.000000
,,,19.440000,155.000000
,,,19.450000,126.000000
,,,19.460000,110.000000
,,,19.470000,139.000000
,,,19.480000,140.000000
,,,19.490000,138.000000
,,,19.500000,147.000000
,,,19.510000,140.000000
,,,19.520000,157.000000
,,,19.530000,136.000000
,,,19.540000,144.000000
,,,19.550000,117.000000
,,,19.560000,129.000000
,,,19.570000,142.000000
,,,19.580000,151.000000
,,,19.590000,140.000000
,,,19.600000,138.000000
,,,19.610000,152.000000
,,,19.620000,132.000000
,,,19.630000,149.000000
,,,19.640000,127.000000
,,,19.650000,142.000000
,,,19.660000,138.000000
,,,19.670000,140.000000
,,,19.680000,159.000000
,,,19.690000,150.000000
,,,19.700000,138.000000
,,,19.710000,145.000000
,,,19.720000,140.000000
,,,19.730000,132.000000
,,,19.740000,130.000000
,,,19.750000,110.000000
,,,19.760000,116.000000
,,,19.770000,130.000000
,,,19.780000,142.000000
,,,19.790000,156.000000
,,,19.800000,162.000000
,,,19.810000,112.000000
,,,19.820000,153.000000
,,,19.830000,123.000000
,,,19.840000,137.000000
,,,19.850000,148.000000
,,,19.860000,124.000000
,,,19.870000,147.000000
,,,19.880000,156.000000
,,,19.890000,172.000000
,,,19.900000,143.000000
,,,19.910000,137.000000
,,,19.920000,135.000000
,,,19.930000,145.000000
,,,19.940000,156.000000
,,,19.950000,130.000000
,,,19.960000,156.000000
,,,19.970000,148.000000
,,,19.980000,149.000000
,,,19.990000,157.000000
,,,20.000000,138.000000
,,,20.010000,147.000000
,,,20.020000,167.000000
,,,20.030000,149.000000
,,,20.040000,128.000000
,,,20.050000,142.000000
,,,20.060000,132.000000
,,,20.070000,110.000000
,,,20.080000,147.000000
,,,20.090000,136.000000
,,,20.100000,147.000000
,,,20.110000,158.000000
,,,20.120000,133.000000
,,,20.130000,128.000000
,,,20.140000,141.000000
,,,20.150000,143.000000
,,,20.160000,150.000000
,,,20.170000,131.000000
,,,20.180000,129.000000
,,,20.190000,110.000000
,,,20.200000,149.000000
,,,20.210000,128.000000
,,,20.220000,135.000000
,,,20.230000,146.000000
,,,20.240000,121.000000
,,,20.250000,151.000000
,,,20.260000,121.000000
,,,20.270000,142.000000
,,,20.280000,142.000000
,,,20.290000,162.000000
,,,20.300000,136.000000
,,,20.310000,157.000000
,,,20.320000,133.000000
,,,20.330000,142.000000
,,,20.340000,111.000000
,,,20.350000,142.000000
,,,20.360000,145.000000
,,,20.370000,135.000000
,,,20.380000,141.000000
,,,20.390000,141.000000
,,,20.400000,115.000000
,,,20.410000,136.000000
,,,20.420000,129.000000
,,,20.430000,154.000000
,,,20.440000,139.000000
,,,20.450000,150.000000
,,,20.460000,139.000000
,,,20.470000,137.000000
20.480000,0.373535,0.412109,,
20.490000,0.373230,0.411774,,
20.500000,0.373077,0.411530,,
20.510000,0.372772,0.411255,,
20.520000,0.372467,0.410919,,
20.530000,0.372162,0.410614,,
20.540000,0.371857,0.410278,,
20.550000,0.371552,0.409973,,
20.560000,0.371246,0.409607,,
20.570000,0.370941,0.409241,,
20.580000,0.370636,0.408936,,
20.590000,0.370331,0.408600,,
20.600000,0.370026,0.408234,,
20.610000,0.369720,0.407959,,
20.620000,0.369415,0.407593,,
20.630000,0.369110,0.407227,,
20.640000,0.368805,0.406921,,
20.650000,0.368500,0.406555,,
20.660000,0.368195,0.406219,,
20.670000,0.367889,0.405945,,
20.680000,0.367584,0.405548,,
20.690000,0.367279,0.405212,,
20.700000,0.366974,0.404877,,
20.710000,0.366669,0.404541,,
20.720000,0.366364,0.404236,,
20.730000,0.366058,0.403931,,
20.740000,0.365753,0.403534,,
20.750000,0.365601,0.403290,,
20.760000,0.365295,0.403015,,
20.770000,0.364990,0.402710,,
20.780000,0.364685,0.402374,,
20.790000,0.364380,0.402039,,
20.800000,0.364075,0.401672,,
20.810000,0.363770,0.401398,,
20.820000,0.363464,0.401001,,
20.830000,0.363159,0.400665,,
20.840000,0.362854,0.400360,,
20.850000,0.362549,0.400024,,
20.860000,0.362396,0.399689,,
20.870000,0.361938,0.399323,,
20.880000,0.361633,0.399048,,
20.890000,0.361328,0.398712,,
20.900000,0.361023,0.398376,,
20.910000,0.360718,0.398010,,
20.920000,0.360413,0.397644,,
20.930000,0.360107,0.397339,,
20.940000,0.359802,0.396973,,
20.950000,0.359650,0.396667,,
20.960000,0.359192,0.396332,,
20.970000,0.359039,0.395996,,
20.980000,0.358734,0.395691,,
20.990000,0.358124,0.395172,,
21.000000,0.357971,0.394958,,
